"","Specificity","Sensitivity","Outcome","Dataset"
"mRNA.X.0.9832.1.0014.",10.3448275862069,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.94452.0.9832.",6.89655172413791,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.86291.0.94452.",3.448275862069,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.73005.0.86291.",0,0,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.65368.0.73005.",0,0.662251655629139,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.64926.0.65368.",0,1.32450331125828,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.62529.0.64926.",0,1.98675496688742,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.59976.0.62529.",0,2.64900662251656,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.59632.0.59976.",0,3.3112582781457,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.59002.0.59632.",0,3.97350993377483,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.5816.0.59002.",0,4.63576158940397,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.57483.0.5816.",0,5.29801324503311,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.56678.0.57483.",0,5.96026490066225,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.56156.0.56678.",0,6.62251655629139,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.55846.0.56156.",0,7.28476821192053,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.54972.0.55846.",0,7.94701986754967,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.54362.0.54972.",0,8.60927152317881,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.54299.0.54362.",0,9.27152317880795,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.54148.0.54299.",0,9.93377483443709,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.53585.0.54148.",0,10.5960264900662,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.52569.0.53585.",0,11.2582781456954,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.51875.0.52569.",0,11.9205298013245,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.51327.0.51875.",0,12.5827814569536,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.50724.0.51327.",0,13.2450331125828,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.50522.0.50724.",0,13.9072847682119,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.5042.0.50522.",0,14.5695364238411,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.50319.0.5042.",0,15.2317880794702,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.50213.0.50319.",0,15.8940397350993,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.49688.0.50213.",0,16.5562913907285,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.49235.0.49688.",0,17.2185430463576,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.49161.0.49235.",0,17.8807947019868,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.4903.0.49161.",0,18.5430463576159,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.48754.0.4903.",0,19.205298013245,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.48454.0.48754.",0,19.8675496688742,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.48249.0.48454.",0,20.5298013245033,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.48106.0.48249.",0,21.1920529801325,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.48024.0.48106.",0,21.8543046357616,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.47979.0.48024.",0,22.5165562913907,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.47974.0.47979.",0,23.1788079470199,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.47855.0.47974.",0,23.841059602649,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.47575.0.47855.",0,24.5033112582781,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.4735.0.47575.",0,25.1655629139073,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.47249.0.4735.",0,25.8278145695364,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.4717.0.47249.",0,26.4900662251656,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.47086.0.4717.",0,27.1523178807947,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.46787.0.47086.",0,27.8145695364238,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.46475.0.46787.",0,28.476821192053,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.4631.0.46475.",0,29.1390728476821,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.46118.0.4631.",0,29.8013245033113,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.45896.0.46118.",0,30.4635761589404,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.45756.0.45896.",0,31.1258278145695,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.45743.0.45756.",0,31.7880794701987,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.45716.0.45743.",0,32.4503311258278,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.4565.0.45716.",0,33.112582781457,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.45561.0.4565.",0,33.7748344370861,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.4547.0.45561.",0,34.4370860927152,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.45286.0.4547.",0,35.0993377483444,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.44945.0.45286.",0,35.7615894039735,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.446.0.44945.",0,36.4238410596026,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.44371.0.446.",0,37.0860927152318,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.44064.0.44371.",0,37.7483443708609,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.43841.0.44064.",0,38.4105960264901,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.43805.0.43841.",0,39.0728476821192,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.43761.0.43805.",0,39.7350993377483,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.43727.0.43761.",0,40.3973509933775,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.43668.0.43727.",0,41.0596026490066,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.43585.0.43668.",0,41.7218543046358,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.4351.0.43585.",0,42.3841059602649,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.43405.0.4351.",0,43.046357615894,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.43288.0.43405.",0,43.7086092715232,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.43186.0.43288.",0,44.3708609271523,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.4311.0.43186.",0,45.0331125827815,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.43084.0.4311.",0,45.6953642384106,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.43058.0.43084.",0,46.3576158940397,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.42985.0.43058.",0,47.0198675496689,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.42873.0.42985.",0,47.682119205298,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.42715.0.42873.",0,48.3443708609272,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.42546.0.42715.",0,49.0066225165563,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.42474.0.42546.",0,49.6688741721854,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.42466.0.42474.",0,50.3311258278146,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.42456.0.42466.",0,50.9933774834437,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.42429.0.42456.",0,51.6556291390728,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.42306.0.42429.",0,52.317880794702,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.42106.0.42306.",0,52.9801324503311,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.4197.0.42106.",0,53.6423841059603,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.41785.0.4197.",0,54.3046357615894,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.41515.0.41785.",0,54.9668874172185,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.41283.0.41515.",0,55.6291390728477,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.40998.0.41283.",0,56.2913907284768,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.40725.0.40998.",0,56.953642384106,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.4048.0.40725.",0,57.6158940397351,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.4033.0.4048.",0,58.2781456953642,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.40304.0.4033.",0,58.9403973509934,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.40232.0.40304.",0,59.6026490066225,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.40143.0.40232.",0,60.2649006622516,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.40015.0.40143.",0,60.9271523178808,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.3978.0.40015.",0,61.5894039735099,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.39554.0.3978.",0,62.2516556291391,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.39441.0.39554.",0,62.9139072847682,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.3938.0.39441.",0,63.5761589403974,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.39287.0.3938.",0,64.2384105960265,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.39218.0.39287.",0,64.9006622516556,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.39214.0.39218.",0,65.5629139072848,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.39201.0.39214.",0,66.2251655629139,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.39122.0.39201.",0,66.887417218543,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.39022.0.39122.",0,67.5496688741722,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.38967.0.39022.",0,68.2119205298013,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.38857.0.38967.",0,68.8741721854305,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.38698.0.38857.",0,69.5364238410596,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.38586.0.38698.",0,70.1986754966887,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.38472.0.38586.",0,70.8609271523179,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.38397.0.38472.",0,71.523178807947,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.38321.0.38397.",0,72.1854304635762,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.38229.0.38321.",0,72.8476821192053,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.38186.0.38229.",0,73.5099337748344,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.38163.0.38186.",0,74.1721854304636,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.38086.0.38163.",0,74.8344370860927,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.3769.0.38086.",0,75.4966887417218,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.37362.0.3769.",0,76.158940397351,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.37306.0.37362.",0,76.8211920529801,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.37242.0.37306.",0,77.4834437086093,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.37162.0.37242.",0,78.1456953642384,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.36975.0.37162.",0,78.8079470198675,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.36741.0.36975.",0,79.4701986754967,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.36514.0.36741.",0,80.1324503311258,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.36289.0.36514.",0,80.794701986755,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.36157.0.36289.",0,81.4569536423841,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.36022.0.36157.",0,82.1192052980132,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.35877.0.36022.",0,82.7814569536424,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.35825.0.35877.",0,83.4437086092715,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.35791.0.35825.",0,84.1059602649007,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.35715.0.35791.",0,84.7682119205298,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.35638.0.35715.",0,85.4304635761589,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.35542.0.35638.",0,86.0927152317881,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.3545.0.35542.",0,86.7549668874172,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.35289.0.3545.",0,87.4172185430464,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.35055.0.35289.",0,88.0794701986755,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.34961.0.35055.",0,88.7417218543046,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.34759.0.34961.",0,89.4039735099338,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.34233.0.34759.",0,90.0662251655629,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.33866.0.34233.",0,90.728476821192,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.33698.0.33866.",0,91.3907284768212,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.33238.0.33698.",0,92.0529801324503,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.32781.0.33238.",0,92.7152317880795,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.32609.0.32781.",0,93.3774834437086,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.32092.0.32609.",0,94.0397350993378,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.31509.0.32092.",0,94.7019867549669,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.31355.0.31509.",0,95.364238410596,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.31152.0.31355.",0,96.0264900662252,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.30969.0.31152.",0,96.6887417218543,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.30614.0.30969.",0,97.3509933774834,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.2936.0.30614.",0,98.0132450331126,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.2818.0.2936.",0,98.6754966887417,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X..Inf.0.2818.",0,99.3377483443709,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X",0,100,"Basal-like vs Other(s): 1","mRNA"
"mRNA.X.0.6005..Inf.",100,97.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.552.0.6005.",100,98.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.5449.0.552.",100,98.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.5435.0.5449.",100,99.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.5334.0.5435.",100,100,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.519.0.5334.",95,96.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.5128.0.519.",95,97.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.5089.0.5128.",90,95.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.5056.0.5089.",90,96.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.5048.0.5056.",90,96.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.5013.0.5048.",85,94.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4972.0.5013.",85,95,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4889.0.4972.",85,95.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4781.0.4889.",80,90,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4737.0.4781.",80,90.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4722.0.4737.",80,91.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4677.0.4722.",80,91.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4635.0.4677.",80,92.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4618.0.4635.",80,93.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4601.0.4618.",80,93.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4579.0.4601.",80,94.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4534.0.4579.",75,86.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4487.0.4534.",75,86.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4451.0.4487.",75,87.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4437.0.4451.",75,88.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4415.0.4437.",75,88.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4384.0.4415.",75,89.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4364.0.4384.",75,90,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4343.0.4364.",70,86.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4333.0.4343.",65,83.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4327.0.4333.",65,83.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4321.0.4327.",65,84.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4311.0.4321.",65,85,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4288.0.4311.",65,85.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4266.0.4288.",65,86.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4236.0.4266.",60,80,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4214.0.4236.",60,80.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4184.0.4214.",60,81.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.415.0.4184.",60,81.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4137.0.415.",60,82.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4127.0.4137.",60,83.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4119.0.4127.",55,76.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4101.0.4119.",55,77.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4085.0.4101.",55,78.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4059.0.4085.",55,78.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4034.0.4059.",55,79.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4024.0.4034.",55,80,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4018.0.4024.",50,76.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4016.0.4018.",45,75.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.4009.0.4016.",45,76.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3999.0.4009.",45,76.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3988.0.3999.",40,74.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3925.0.3988.",40,75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3856.0.3925.",40,75.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3837.0.3856.",35,73.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3814.0.3837.",35,73.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3767.0.3814.",35,74.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3735.0.3767.",30,72.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3717.0.3735.",30,73.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3694.0.3717.",25,70,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.368.0.3694.",25,70.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3671.0.368.",25,71.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3667.0.3671.",25,71.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3646.0.3667.",25,72.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3601.0.3646.",20,70,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3555.0.3601.",15,68.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3525.0.3555.",15,69.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3511.0.3525.",15,70,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3508.0.3511.",10,57.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3506.0.3508.",10,58.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3495.0.3506.",10,58.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.347.0.3495.",10,59.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.344.0.347.",10,60,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3396.0.344.",10,60.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3337.0.3396.",10,61.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3307.0.3337.",10,61.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3303.0.3307.",10,62.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3296.0.3303.",10,63.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3283.0.3296.",10,63.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3273.0.3283.",10,64.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3271.0.3273.",10,65,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3268.0.3271.",10,65.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3265.0.3268.",10,66.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3257.0.3265.",10,66.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3243.0.3257.",10,67.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3212.0.3243.",10,68.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3163.0.3212.",10,68.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3123.0.3163.",5,48.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3103.0.3123.",5,48.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3093.0.3103.",5,49.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3087.0.3093.",5,50,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3076.0.3087.",5,50.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3061.0.3076.",5,51.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3039.0.3061.",5,51.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3021.0.3039.",5,52.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3015.0.3021.",5,53.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.301.0.3015.",5,53.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.3004.0.301.",5,54.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2994.0.3004.",5,55,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2983.0.2994.",5,55.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2974.0.2983.",5,56.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2967.0.2974.",5,56.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2955.0.2967.",5,57.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2922.0.2955.",0,0,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2896.0.2922.",0,0.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2886.0.2896.",0,1.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2875.0.2886.",0,1.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2868.0.2875.",0,2.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2835.0.2868.",0,3.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2772.0.2835.",0,3.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2738.0.2772.",0,4.375,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2734.0.2738.",0,5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2712.0.2734.",0,5.625,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2691.0.2712.",0,6.25,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2688.0.2691.",0,6.875,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2685.0.2688.",0,7.5,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2679.0.2685.",0,8.125,"HER2-enriched vs Other(s): 0.7869","mRNA"
"mRNA.X.0.2673.0.2679.",0,8.75,"HER2-enriched vs Other(s): 0.7869","mRNA"
